questions	answers	labels
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本子購買這兩張都是南山人壽保險不是存款如果辦理解約將可能只能領回部份繳保費	是否會儲蓄存款辦理貸款	0
與您再次確認上述投保內容和本次貸款並沒有搭售或不當行銷的情形發生，請問是否正確？您再次確認上述投保內容和本質貸款並沒有大受或不當行銷的情形發生請問是否正確	嗎	0
您好！這裡是玉山銀行總行個金處/OO分行/OO消金中心，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行實施宵禁中心敝姓管理員工編號是零九三六是鄰居元先生本人嗎	繳費知道	1
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？事先審慎評估自身的財務狀況風險承受能力變成單音財務槓桿操作方式所面臨的風險保單轉投保的權利損失處辦理貸款或保單借款支付本金利息外在產品可能發生相關風險其實最大可能損失請問您是否	同意	1
感謝您近期透過本行投保 ○○人壽○○○，繳費年期為O年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？感謝您近期有透過本行投保安聯受豐沛人生變額外受限繳費年紀是躉繳依照保險法要求為了保障您的權益等一下電話服務內容會全程做錄音請問	都知道公司收到	1
請問您本次投保繳交保費的資金來源是否為？請問本是保費的資金來源是否為	了解好	1
請問您是否知道您所繳的保費會扣除相關費用後（像：保單管理費、保險成本等），才進入投資帳戶？請問您是否寄到您的保費會扣除掉相關的費用喔像是保單旅費跟保險成本等國慶路投資的帳戶	不好意思	0
您好！這裡是玉山銀行總行保代部/OO分行，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？這邊是那個玉山銀行然後三和分行李木子李我的員編零七二八二請問是味道梁先生嗎本人嗎	是	1
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您知道本次購買的中國人壽外幣保險不是存款自行承擔匯率變動的風險車辦理解約將可能只是領回部分保費	小姐	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本次購買的是中國人壽保險不是存款如果辦理解約像可能只能回部份繳保費	不確定	0
請問您是否知道本次購買的是○○人壽的投資型保險，需自行承擔淨值變動的風險， 並無投資方面的保證？請問您是否知道本子購買的這個是安聯收益投資型保險需要自行承擔緊急變動的風險點五投資方面的	我知道	1
您好！這裡是玉山銀行總行個金處/OO分行/OO消金中心，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行新北市家庭中心敝姓劉員工編號是零六六一四好請問是李慧珍小姐本人嗎	不確定	0
請問○○分行的○○○是否有向您說明產品內容，並確認符合您的需求？請問地址發行警察先生是否像您說明產品內容辦出院符合你的需求	什麼意思	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您投保時事有南港分行的豬於心從旁協助棒球要保人帳戶先升級被保險人是您本人正副卡先生親自簽名車被保險人的健康告知事項都是由政府和先生也是被保險人親自填寫	需求請問有好的謝謝	1
請問招攬人員是否有提供您一次繳清與分期繳等不同繳費方式選擇？請問導覽人員是否提供您躉繳就是一次繳清噢分期繳等不同繳費方式選擇	嗎對好	1
請問您本次辦理貸款及保險，是否有新申請玉山網路銀行？辦理貸款保單借款保單解約保單終止及定存解約之方式購買保險請問您是否已了解請問	沒聽說耶	0
感謝您近期透過本行投保○○人壽○○○，繳費年期為O年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？感謝您近期透過本行投保南山人壽幸福安康定期貢獻繳費年紀微蹲叫依照保險法的要求回報張您的權益稍後電話訪問內容將會全程錄音好請問您同意嗎	好	1
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您在淘寶的時候是否都是我們汐止分行的錢重新在旁邊協助比如說被保險人都是五上漆先生你親自簽名那被保險人健康告知事項與您確認後親自填寫	所以	0
請問○○消金中心的○○○是否有向您說明產品內容，並確認符合您的需求？中心的李俊豪先生是否向說明產品內容確認符合你的需求	不確定	0
請問您是否知道您所繳的保費會扣除相關費用後（像：保單管理費、保險成本等），才進入投資帳戶？請問您知道說繳保費會扣除相關費用後才進入投資帳戶	嗯嗯嗯	0
請問您本次辦理貸款及保險，是否有新申請玉山網路銀行？辦理貸款保單借款保單解約保單終止及定存解約之方式購買保險請問您是否已了解請問	阿	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您的時候是否有分行的邱泳圈旁邊做協助棒球要保人味道兩極被保險人回到量親自簽名被保險人而且被保險人健康告知事項街友被保險人確認後親自填寫	了解好	1
您好！這裡是玉山銀行總行保代部/OO分行，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行總行寶貝不敝姓要員工編號二零二七一好請問是吳上漆先生本人嗎	可以詳細說明嗎	0
請問您本次投保繳交保費的資金來源是否為？請問本是保費的資金來源是否為	是的好	1
與您再次確認上述投保內容和本次貸款並沒有搭售或不當行銷的情形發生，請問是否正確？您再次確認上述的投保內容根本貸款並沒有搭上或不但詳細的情形發生請問是否正確	嗎對好	1
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？事先審慎評估自身的財務狀況風險承受能力另外承擔財務槓桿操作方式所面臨的風險保單轉投保的權益損失辦理貸款或保單借款去支付本金利息外產品可能發生相關風險其實最大可能損失請問您是否	條款嗎	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否有收到本次購買的是中國人壽保險不是存款如果辦理解約像可能只能回部份繳保費	有好	1
請問您本次辦理貸款及保險，是否有新申請玉山網路銀行？辦理貸款保單借款保單解約保單終止及定存解約之方式購買保險請問您是否已了解請問	嗎可以	1
感謝您近期透過本行投保 ○○人壽○○○，繳費年期為○年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？感謝您近期透過本行投保中國人壽的好是零零利率變動型終身保險然後繳保費的年紀為四年那依照保險法的要求到您的權益電話訪問將會全程的錄音請問	所以	0
感謝您近期透過本行投保 ○○人壽○○○，繳費年期為○年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？感謝您近期透過本行投保中國人壽的好是零零利率變動型終身保險然後繳保費的年紀為四年那依照保險法的要求到您的權益電話訪問將會全程的錄音請問	嗎	0
